addr:国和一村,build_face:None,district:杨浦,floor_position:中,living_room_num:1,name:卧室带阳台，交通便利，光线充足，有钥匙,price:240,price_unit:万,room_num:1,size:40.44,total_floor:6,town:中原,year:1993,
addr:密二小区,build_face:南,district:虹口,floor_position:中,living_room_num:1,name:卧室带阳台，交通便利，好楼层，简单装修,price:250,price_unit:万,room_num:0,size:36.91,total_floor:6,town:曲阳,year:1983,
addr:白玉大楼,build_face:西,district:普陀,floor_position:中,living_room_num:1,name:厨卫全明，卧室带阳台，地铁直达，好楼层,price:330,price_unit:万,room_num:1,size:45.47,total_floor:17,town:武宁,year:1990,
addr:阳光欧洲公寓,build_face:南,district:杨浦,floor_position:高,living_room_num:3,name:南北直通，地铁房，视野很好，中等装修,price:860,price_unit:万,room_num:2,size:126.28,total_floor:9,town:中原,year:1999,
addr:富特五村,build_face:南,district:浦东,floor_position:高,living_room_num:2,name:厨卫全明，卧室带阳台，地铁直达，采光无遮挡,price:270,price_unit:万,room_num:1,size:58.34,total_floor:6,town:外高桥,year:1993,
addr:开鲁六村,build_face:None,district:杨浦,floor_position:中,living_room_num:1,name:厨卫全明，卧室带阳台，交通方便，光线充足,price:233,price_unit:万,room_num:1,size:41.58,total_floor:6,town:中原,year:1989,
addr:浦发绿城,build_face:南,district:浦东,floor_position:低,living_room_num:1,name:厨卫全明，卧室带阳台，地铁直达，低区出入方便,price:310,price_unit:万,room_num:1,size:54.75,total_floor:6,town:三林,year:2004,
addr:双花公寓,build_face:南,district:杨浦,floor_position:中,living_room_num:2,name:卧室带阳台，交通便利，黄金楼层，装修精美,price:520,price_unit:万,room_num:0,size:77.7,total_floor:19,town:黄兴公园,year:1991,
addr:屹立家园,build_face:南,district:宝山,floor_position:中,living_room_num:3,name:稀缺南北通，带飘窗，地铁沿线，楼层好,price:600,price_unit:万,room_num:2,size:112.13,total_floor:6,town:共康,year:2003,
addr:御桥馨华苑,build_face:南,district:浦东,floor_position:高,living_room_num:3,name:南北通透，带飘窗，交通方便，高区阳光房,price:680,price_unit:万,room_num:3,size:107.43,total_floor:6,town:御桥,year:2004,
addr:新凯城玉兰苑,build_face:None,district:松江,floor_position:低,living_room_num:1,name:厨卫全明，客厅朝南，交通便利，上下楼方便,price:220,price_unit:万,room_num:1,size:52.95,total_floor:13,town:泗泾,year:2012,
addr:市光四村,build_face:南,district:杨浦,floor_position:高,living_room_num:2,name:厨卫全明，卧室带阳台，交通方便，视野很好,price:335,price_unit:万,room_num:1,size:60.08,total_floor:6,town:中原,year:1990,
addr:大二小区,build_face:南,district:虹口,floor_position:低,living_room_num:1,name:卧室带阳台，地铁直达，低楼层，简单装修,price:250,price_unit:万,room_num:0,size:37.6,total_floor:6,town:曲阳,year:1985,
addr:九州花苑,build_face:南,district:杨浦,floor_position:中,living_room_num:2,name:厨卫全明，卧室带阳台，地铁沿线，楼层好,price:670,price_unit:万,room_num:1,size:103.14,total_floor:6,town:黄兴公园,year:1995,
addr:鑫都佳园,build_face:南,district:普陀,floor_position:高,living_room_num:2,name:稀罕南北通，客厅朝南，地铁直达，高区景观好,price:560,price_unit:万,room_num:2,size:88.19,total_floor:6,town:万里,year:2001,
addr:云舫小区,build_face:东,district:虹口,floor_position:高,living_room_num:3,name:地铁房，采光无遮挡，简单装修，房本满五年,price:510,price_unit:万,room_num:0,size:75.41,total_floor:18,town:北外滩,year:1989,
addr:锦蝶苑,build_face:南,district:徐汇,floor_position:高,living_room_num:3,name:卧室带卫，卧室带阳台，交通方便，高区景观好,price:1110,price_unit:万,room_num:2,size:127.58,total_floor:26,town:徐家汇,year:1999,
addr:浦江大厦,build_face:北,district:长宁,floor_position:中,living_room_num:2,name:卧室带阳台，交通方便，黄金楼层，拎包入住,price:600,price_unit:万,room_num:2,size:110.48,total_floor:34,town:新华路,year:1998,
addr:闻喜小区,build_face:南,district:闸北,floor_position:高,living_room_num:2,name:厨卫全明，卧室带阳台，地铁房，光线非常好,price:299,price_unit:万,room_num:1,size:51.58,total_floor:6,town:彭浦,year:1985,
addr:龙柏六村,build_face:南,district:闵行,floor_position:高,living_room_num:2,name:厨卫全明，卧室带阳台，交通便利，视野开阔,price:385,price_unit:万,room_num:1,size:66.5,total_floor:6,town:龙柏,year:1995,
addr:上南九村,build_face:南,district:浦东,floor_position:低,living_room_num:2,name:厨卫全明，卧室带阳台，出行方便，低区出入方便,price:500,price_unit:万,room_num:1,size:78.08,total_floor:24,town:世博,year:1993,
addr:虹延小区,build_face:南,district:长宁,floor_position:中,living_room_num:1,name:厨卫全明，卧室带阳台，出行方便，上下楼方便,price:268,price_unit:万,room_num:1,size:40.53,total_floor:5,town:西郊,year:1995,
addr:金杨六街坊,build_face:南,district:浦东,floor_position:中,living_room_num:3,name:出行方便，楼层好，中等装修，房本满五年,price:535,price_unit:万,room_num:1,size:83.08,total_floor:6,town:金杨,year:1994,
addr:世纪之门,build_face:北,district:普陀,floor_position:低,living_room_num:2,name:地铁直达，低区出入方便，房本满五年，有钥匙,price:465,price_unit:万,room_num:1,size:59.36,total_floor:23,town:长寿路,year:2001,
