松江,31.13167099999999,121.328942,九亭,4.60573185348
宝山,31.3331336,121.4471443,通河,4.99801538953
宝山,31.286824,121.416558,大场镇,4.90434997273
闵行,31.065713,121.400811,颛桥,4.56734487309
嘉定,,,江桥,4.60071860511
青浦,31.172866,121.272604,徐泾,4.53047005685
宝山,,,共富,4.38450797172
浦东,,,曹路,4.37830369443
浦东,31.155133,121.617519,康桥,4.45205479452
松江,,,莘闵别墅,4.36149580354
宝山,31.364479,121.438297,杨行,4.34496810832
浦东,31.192809,121.696244,川沙,4.22421873603
青浦,31.149019,121.196137,赵巷,4.09843109628
嘉定,31.294176,121.320622,南翔,4.42555198565
宝山,31.390807,121.5015983,淞宝,4.55958158732
浦东,31.332499,121.5863941,外高桥,4.27486401296
松江,,,松江新城,3.77090732284
嘉定,,,菊园新区,3.70668530495
闵行,31.03839,121.455483,吴泾,4.01115508733
宝山,31.420287,121.421874,月浦,4.10873139289
松江,31.118165,121.271347,泗泾,3.83868290275
嘉定,31.3674055,121.2566332,嘉定新城,4.074983408
松江,,,松江老城,3.68691804039
闵行,,,马桥,3.51550090472
青浦,,,夏阳,3.48360613087
闵行,,,老闵行,4.06648710863
奉贤,30.9820862,121.4461186,西渡,3.41205333308
浦东,31.04808,121.749495,惠南,3.25265878045
浦东,31.02612,121.653461,新场,3.01303823819
宝山,31.415251,121.346638,罗店,3.88388874951
嘉定,31.386835,121.269643,新成路,3.03097426236
嘉定,31.294311,121.164061,安亭,3.21958309703
嘉定,31.320208,121.330945,嘉定老城,3.38067848937
奉贤,30.903467,121.458755,南桥,2.96145100876
奉贤,30.834532,121.476348,柘林,1.59392789374
奉贤,30.909301,121.657253,奉城,1.91176470588
浦东,30.90394199999999,121.830625,泥城镇,2.5389025389
浦东,31.033008,121.587213,航头,2.78771302335
青浦,31.145806,121.114785,盈浦,3.44920048674
